UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,machine_id
2221,M17080,M,299.6,309.0,1736,26.1,146,0,0,0,0,0,0,M_3220
2231,L49410,L,299.5,308.7,1446,45.7,173,0,0,0,0,0,0,M_3230
2239,L49418,L,299.3,308.6,1474,49.6,191,0,0,0,0,0,0,M_3238
2244,L49423,L,299.2,308.4,1465,35.0,201,0,0,0,0,0,0,M_3243
2248,M17107,M,299.2,308.4,1396,48.5,5,0,0,0,0,0,0,M_3247
2256,L49435,L,299.1,308.3,1559,33.7,30,0,0,0,0,0,0,M_3255
2257,L49436,L,299.1,308.3,1489,38.1,32,0,0,0,0,0,0,M_3256
2258,L49437,L,299.1,308.3,1892,25.2,34,0,0,0,0,0,0,M_3257
2266,M17125,M,299.2,308.4,1330,51.2,56,0,0,0,0,0,0,M_3265
2268,L49447,L,299.2,308.5,1370,52.4,61,0,0,0,0,0,0,M_3267
2270,L49449,L,299.3,308.6,1314,48.2,65,0,0,0,0,0,0,M_3269
2275,L49454,L,299.3,308.6,1520,33.7,76,0,0,0,0,0,0,M_3274
2279,M17138,M,299.3,308.7,1459,35.6,87,0,0,0,0,0,0,M_3278
2280,L49459,L,299.4,308.7,1525,39.0,90,0,0,0,0,0,0,M_3279
2282,L49461,L,299.3,308.7,1536,38.9,94,0,0,0,0,0,0,M_3281
2286,L49465,L,299.4,308.7,1381,56.7,102,0,0,0,0,0,0,M_3285
2290,L49469,L,299.4,308.7,1504,37.8,112,0,0,0,0,0,0,M_3289
2291,M17150,M,299.5,308.7,1321,51.9,114,0,0,0,0,0,0,M_3290
2294,L49473,L,299.5,308.9,1520,38.3,122,0,0,0,0,0,0,M_3293
2296,L49475,L,299.4,308.7,1512,37.2,126,0,0,0,0,0,0,M_3295
2298,L49477,L,299.3,308.7,1802,26.0,130,0,0,0,0,0,0,M_3297
2308,H31721,H,299.0,308.5,1623,33.5,154,0,0,0,0,0,0,M_3307
2316,L49495,L,299.2,308.9,1526,37.9,177,0,0,0,0,0,0,M_3315
2321,H31734,H,299.2,308.8,1440,39.1,188,0,0,0,0,0,0,M_3320
2323,L49502,L,299.2,308.7,1514,41.9,196,0,0,0,0,0,0,M_3322
2325,L49504,L,299.3,308.8,1636,29.9,201,0,0,0,0,0,0,M_3324
2326,L49505,L,299.3,308.8,1603,33.9,203,0,0,0,0,0,0,M_3325
2327,M17186,M,299.4,308.7,1487,52.6,205,0,0,0,0,0,0,M_3326
2328,M17187,M,299.3,308.7,1420,50.3,208,0,0,0,0,0,0,M_3327
2332,L49511,L,299.3,308.6,1384,53.6,218,1,0,0,0,1,0,M_3331
2337,L49516,L,299.2,308.4,1434,46.8,2,0,0,0,0,0,0,M_3336
2344,L49523,L,299.1,308.3,1305,61.4,17,0,0,0,0,0,0,M_3343
2350,M17209,M,299.3,308.5,1386,42.2,30,0,0,0,0,0,0,M_3349
2353,M17212,M,299.3,308.5,1422,45.4,37,0,0,0,0,0,0,M_3352
2354,L49533,L,299.2,308.4,1841,22.8,40,0,0,0,0,0,0,M_3353
2356,M17215,M,299.3,308.5,1305,60.6,44,0,0,0,0,0,0,M_3355
2357,H31770,H,299.3,308.6,1498,39.5,47,0,0,0,0,0,0,M_3356
2360,L49539,L,299.3,308.5,1413,38.5,57,0,0,0,0,0,0,M_3359
2362,M17221,M,299.2,308.6,1631,35.4,64,0,0,0,0,0,0,M_3361
2366,L49545,L,299.4,308.5,1845,22.9,76,0,0,0,0,0,0,M_3365
2368,M17227,M,299.3,308.5,1496,39.4,80,0,0,0,0,0,0,M_3367
2369,M17228,M,299.3,308.4,1468,42.2,83,0,0,0,0,0,0,M_3368
2372,L49551,L,299.3,308.5,1409,44.8,91,0,0,0,0,0,0,M_3371
2377,M17236,M,299.2,308.3,1364,51.8,104,0,0,0,0,0,0,M_3376
2380,H31793,H,299.1,308.2,1450,46.1,112,0,0,0,0,0,0,M_3379
2382,L49561,L,299.1,308.2,1493,34.9,119,0,0,0,0,0,0,M_3381
2383,L49562,L,299.1,308.3,1601,31.4,121,0,0,0,0,0,0,M_3382
2384,L49563,L,299.1,308.2,1568,33.3,123,0,0,0,0,0,0,M_3383
2386,L49565,L,299.1,308.3,1524,34.1,128,0,0,0,0,0,0,M_3385
2394,L49573,L,299.2,308.5,1544,41.6,146,0,0,0,0,0,0,M_3393
2396,M17255,M,299.2,308.5,1742,28.9,150,0,0,0,0,0,0,M_3395
2397,M17256,M,299.1,308.5,1592,34.2,153,0,0,0,0,0,0,M_3396
2401,H31814,H,299.2,308.6,1462,55.0,163,0,0,0,0,0,0,M_3400
2404,H31817,H,299.2,308.7,1448,51.4,173,0,0,0,0,0,0,M_3403
2409,L49588,L,299.0,308.4,1356,52.6,188,0,0,0,0,0,0,M_3408
2420,M17279,M,298.9,308.2,1328,49.2,11,0,0,0,0,0,0,M_3419
2422,L49601,L,298.9,308.2,2384,15.0,19,0,0,0,0,0,0,M_3421
2427,M17286,M,298.9,308.2,1372,63.6,30,1,0,0,1,0,0,M_3426
2428,L49607,L,298.9,308.3,1855,23.8,33,0,0,0,0,0,0,M_3427
2429,M17288,M,299.0,308.3,1377,47.2,35,0,0,0,0,0,0,M_3428
2431,M17290,M,298.9,308.2,1335,47.8,40,0,0,0,0,0,0,M_3430
2434,L49613,L,299.0,308.3,1441,44.0,48,0,0,0,0,0,0,M_3433
2443,M17302,M,299.1,308.4,1332,51.7,71,0,0,0,0,0,0,M_3442
2444,L49623,L,299.1,308.5,1647,35.0,74,0,0,0,0,0,0,M_3443
2445,L49624,L,299.2,308.6,1267,68.2,76,1,0,0,1,0,0,M_3444
2449,L49628,L,299.4,308.9,1440,42.5,87,0,0,0,0,0,0,M_3448
2453,M17312,M,299.1,308.6,2329,14.6,95,0,0,0,0,0,0,M_3452
2455,L49634,L,299.0,308.6,1653,31.7,100,0,0,0,0,0,0,M_3454
2461,L49640,L,299.0,308.6,1466,46.4,112,0,0,0,0,0,0,M_3460
2462,M17321,M,298.9,308.6,1517,39.8,114,0,0,0,0,0,0,M_3461
2467,L49646,L,299.0,308.6,1429,37.7,126,0,0,0,0,0,0,M_3466
2469,M17328,M,298.9,308.6,1524,40.4,131,0,0,0,0,0,0,M_3468
2470,L49649,L,299.0,308.7,1507,37.5,134,0,0,0,0,0,0,M_3469
2473,L49652,L,298.9,308.5,1429,55.1,140,0,0,0,0,0,0,M_3472
2476,L49655,L,298.9,308.5,1459,43.1,147,0,0,0,0,0,0,M_3475
2480,L49659,L,299.0,308.5,1604,34.7,159,0,0,0,0,0,0,M_3479
2483,L49662,L,298.9,308.7,1504,41.8,165,0,0,0,0,0,0,M_3482
2490,H31903,H,298.9,308.7,1500,41.6,187,0,0,0,0,0,0,M_3489
2492,L49671,L,299.1,308.9,1445,43.4,197,0,0,0,0,0,0,M_3491
2494,M17353,M,299.0,308.8,1418,45.7,204,0,0,0,0,0,0,M_3493
2495,L49674,L,299.1,308.8,1329,53.6,207,1,0,0,0,1,0,M_3494
2497,M17356,M,299.2,308.9,1573,37.4,212,0,0,0,0,0,0,M_3496
2502,M17361,M,299.1,308.9,1476,42.7,225,0,0,0,0,0,0,M_3501
2503,L49682,L,299.2,309.0,1515,48.9,228,1,0,0,0,1,0,M_3502
2505,L49684,L,299.2,309.1,1468,45.6,2,0,0,0,0,0,0,M_3504
2508,H31921,H,299.2,309.1,1410,47.1,9,0,0,0,0,0,0,M_3507
2512,M17371,M,299.0,308.9,1526,41.1,20,0,0,0,0,0,0,M_3511
2513,L49692,L,298.9,308.8,1530,38.3,23,0,0,0,0,0,0,M_3512
2521,L49700,L,298.8,308.6,1535,41.2,40,0,0,0,0,0,0,M_3520
2525,M17384,M,298.8,308.7,1446,45.5,49,0,0,0,0,0,0,M_3524
2528,L49707,L,298.8,308.5,1450,50.8,57,0,0,0,0,0,0,M_3527
2529,L49708,L,298.8,308.6,1730,25.9,59,0,0,0,0,0,0,M_3528
2530,M17389,M,298.8,308.6,1571,33.7,61,0,0,0,0,0,0,M_3529
2531,L49710,L,298.9,308.7,1438,51.7,64,0,0,0,0,0,0,M_3530
2539,L49718,L,299.1,308.8,1429,50.1,84,0,0,0,0,0,0,M_3538
2540,L49719,L,299.1,308.8,1413,42.1,86,0,0,0,0,0,0,M_3539
2542,H31955,H,299.1,308.8,1553,32.6,90,0,0,0,0,0,0,M_3541
2545,L49724,L,299.2,309.0,1951,21.4,102,0,0,0,0,0,0,M_3544
2547,L49726,L,299.2,309.1,1605,34.3,107,0,0,0,0,0,0,M_3546
2548,L49727,L,299.2,309.1,1578,38.1,109,0,0,0,0,0,0,M_3547
2552,L49731,L,299.3,309.2,1541,37.2,118,0,0,0,0,0,0,M_3551
2556,L49735,L,299.3,309.2,1511,37.2,129,0,0,0,0,0,0,M_3555
2557,M17416,M,299.3,309.1,1449,47.9,131,0,0,0,0,0,0,M_3556
2558,M17417,M,299.4,309.1,1440,50.0,134,0,0,0,0,0,0,M_3557
2559,M17418,M,299.2,309.0,1881,23.9,137,0,0,0,0,0,0,M_3558
2561,M17420,M,299.4,309.1,1326,62.0,142,0,0,0,0,0,0,M_3560
2563,L49742,L,299.3,309.1,1551,39.1,147,0,0,0,0,0,0,M_3562
2564,L49743,L,299.3,309.1,1496,37.2,149,0,0,0,0,0,0,M_3563
2568,L49747,L,299.4,309.1,1766,24.6,158,0,0,0,0,0,0,M_3567
2569,L49748,L,299.6,309.2,1450,43.1,160,0,0,0,0,0,0,M_3568
2574,L49753,L,299.5,309.2,1499,41.5,175,0,0,0,0,0,0,M_3573
2582,L49761,L,299.2,309.1,1345,60.7,191,1,0,0,0,1,0,M_3581
2584,L49763,L,299.2,308.9,1342,50.8,195,0,0,0,0,0,0,M_3583
2591,L49770,L,299.0,308.7,1396,48.6,0,0,0,0,0,0,0,M_3590
2592,L49771,L,298.9,308.6,1522,46.4,2,0,0,0,0,0,0,M_3591
2594,H32007,H,298.9,308.5,1415,54.0,6,0,0,0,0,0,0,M_3593
2598,L49777,L,299.0,308.7,1449,38.9,18,0,0,0,0,0,0,M_3597
2600,M17459,M,299.2,308.9,1447,39.6,22,0,0,0,0,0,0,M_3599
2602,L49781,L,299.3,309.1,1399,52.1,27,0,0,0,0,0,0,M_3601
2605,M17464,M,299.3,309.1,1385,45.6,34,0,0,0,0,0,0,M_3604
2609,L49788,L,299.5,309.3,1409,44.7,46,0,0,0,0,0,0,M_3608
2611,H32024,H,299.4,309.1,1547,40.9,50,0,0,0,0,0,0,M_3610
2613,L49792,L,299.4,309.1,2421,14.2,57,0,0,0,0,0,0,M_3612
2614,M17473,M,299.3,309.1,1571,38.3,59,0,0,0,0,0,0,M_3613
2631,L49810,L,300.0,309.8,1372,39.6,105,0,0,0,0,0,0,M_3630
2633,M17492,M,300.0,309.7,1652,28.6,112,0,0,0,0,0,0,M_3632
2635,L49814,L,300.0,309.7,1554,32.0,117,0,0,0,0,0,0,M_3634
2636,H32049,H,299.9,309.6,1462,51.0,119,0,0,0,0,0,0,M_3635
2644,M17503,M,299.8,309.4,1401,48.1,143,0,0,0,0,0,0,M_3643
2646,H32059,H,299.9,309.5,1547,38.5,148,0,0,0,0,0,0,M_3645
2650,M17509,M,299.9,309.5,1582,38.2,160,0,0,0,0,0,0,M_3649
2658,M17517,M,300.0,309.5,1425,40.8,178,0,0,0,0,0,0,M_3657
2660,H32073,H,299.8,309.3,1595,32.1,183,0,0,0,0,0,0,M_3659
2666,L49845,L,299.8,309.4,2256,15.9,201,0,0,0,0,0,0,M_3665
2668,M17527,M,299.8,309.3,1663,35.2,208,0,0,0,0,0,0,M_3667
2673,L49852,L,299.7,309.3,1445,42.6,0,0,0,0,0,0,0,M_3672
2675,L49854,L,299.7,309.3,1546,37.2,4,0,0,0,0,0,0,M_3674
2676,L49855,L,299.7,309.3,1574,35.8,6,0,0,0,0,0,0,M_3675
2680,L49859,L,299.8,309.5,1476,44.4,14,0,0,0,0,0,0,M_3679
2682,L49861,L,299.8,309.5,1545,32.2,18,0,0,0,0,0,0,M_3681
2694,M17553,M,300.1,309.6,1622,36.1,43,0,0,0,0,0,0,M_3693
2696,L49875,L,300.0,309.5,1869,22.7,49,0,0,0,0,0,0,M_3695
2697,L49876,L,300.0,309.6,1452,46.0,51,0,0,0,0,0,0,M_3696
2704,M17563,M,299.8,309.2,1372,58.2,65,0,0,0,0,0,0,M_3703
2709,L49888,L,299.6,309.1,2266,15.3,79,0,0,0,0,0,0,M_3708
2711,L49890,L,299.6,309.1,1574,39.2,83,0,0,0,0,0,0,M_3710
2712,L49891,L,299.6,309.1,1407,50.6,85,0,0,0,0,0,0,M_3711
2713,H32126,H,299.7,309.2,1302,55.5,87,0,0,0,0,0,0,M_3712
2714,M17573,M,299.6,309.2,1651,30.8,92,0,0,0,0,0,0,M_3713
2718,M17577,M,299.5,309.1,1422,45.3,103,0,0,0,0,0,0,M_3717
2720,L49899,L,299.5,309.2,1690,29.2,108,0,0,0,0,0,0,M_3719
2721,L49900,L,299.6,309.2,1559,39.1,110,0,0,0,0,0,0,M_3720
2724,L49903,L,299.7,309.4,1362,51.9,117,0,0,0,0,0,0,M_3723
2726,L49905,L,299.8,309.4,1555,34.8,122,0,0,0,0,0,0,M_3725
2732,M17591,M,299.7,309.2,1597,32.9,135,0,0,0,0,0,0,M_3731
2734,L49913,L,299.7,309.2,1422,40.4,140,0,0,0,0,0,0,M_3733
2735,H32148,H,299.7,309.2,1572,32.8,142,0,0,0,0,0,0,M_3734
2737,M17596,M,299.7,309.1,1576,36.4,149,0,0,0,0,0,0,M_3736
2739,M17598,M,299.8,309.1,1496,44.4,155,0,0,0,0,0,0,M_3738
2740,L49919,L,299.8,309.2,1572,35.4,158,0,0,0,0,0,0,M_3739
2741,L49920,L,299.6,309.0,1525,42.8,160,0,0,0,0,0,0,M_3740
2744,L49923,L,299.6,309.1,1476,45.3,166,0,0,0,0,0,0,M_3743
2745,L49924,L,299.7,309.2,1620,30.0,168,0,0,0,0,0,0,M_3744
2746,M17605,M,299.7,309.1,1603,38.5,170,0,0,0,0,0,0,M_3745
2748,L49927,L,299.7,309.2,1616,31.6,175,0,0,0,0,0,0,M_3747
2753,M17612,M,299.7,309.1,1851,24.7,189,0,0,0,0,0,0,M_3752
2758,L49937,L,299.8,309.2,1439,36.1,203,0,0,0,0,0,0,M_3757
2769,L49948,L,300.0,309.5,1675,30.2,11,0,0,0,0,0,0,M_3768
2773,L49952,L,299.9,309.4,1467,41.2,20,0,0,0,0,0,0,M_3772
2780,L49959,L,300.1,309.5,1353,50.9,34,0,0,0,0,0,0,M_3779
2783,M17642,M,300.2,309.6,1491,41.8,41,0,0,0,0,0,0,M_3782
2786,L49965,L,300.2,309.5,1495,32.6,49,0,0,0,0,0,0,M_3785
2787,M17646,M,300.2,309.5,1630,28.3,51,0,0,0,0,0,0,M_3786
2791,L49970,L,300.4,309.6,1356,45.9,64,0,0,0,0,0,0,M_3790
2792,H32205,H,300.4,309.6,1416,43.3,66,0,0,0,0,0,0,M_3791
2798,M17657,M,300.3,309.6,1398,53.7,82,0,0,0,0,0,0,M_3797
2807,L49986,L,300.0,309.3,1364,41.2,104,0,0,0,0,0,0,M_3806
2809,L49988,L,299.9,309.3,1471,41.8,109,0,0,0,0,0,0,M_3808
2811,L49990,L,299.8,309.1,1772,24.8,113,0,0,0,0,0,0,M_3810
2812,L49991,L,299.9,309.2,1761,25.6,115,0,0,0,0,0,0,M_3811
2814,L49993,L,300.0,309.3,1887,22.6,120,0,0,0,0,0,0,M_3813
2815,L49994,L,300.0,309.3,1395,56.5,122,0,0,0,0,0,0,M_3814
2818,L49997,L,300.2,309.5,1417,41.1,129,0,0,0,0,0,0,M_3817
2823,L50002,L,300.3,309.6,1593,38.1,140,0,0,0,0,0,0,M_3822
2825,M17684,M,300.3,309.5,1448,42.4,145,0,0,0,0,0,0,M_3824
2832,M17691,M,300.3,309.2,1490,47.9,163,0,0,0,0,0,0,M_3831
2833,M17692,M,300.4,309.3,1467,40.3,166,0,0,0,0,0,0,M_3832
2838,L50017,L,300.3,309.1,1699,30.3,178,0,0,0,0,0,0,M_3837
2839,L50018,L,300.3,309.3,1478,39.5,180,0,0,0,0,0,0,M_3838
2840,M17699,M,300.4,309.4,1362,42.1,182,0,0,0,0,0,0,M_3839
2845,L50024,L,300.3,309.2,1650,35.2,196,0,0,0,0,0,0,M_3844
2850,L50029,L,300.4,309.3,1766,28.2,207,0,0,0,0,0,0,M_3849
2853,M17712,M,300.5,309.4,1347,50.1,213,0,0,0,0,0,0,M_3852
2857,H32270,H,300.5,309.3,1471,45.2,223,0,0,0,0,0,0,M_3856
2864,L50043,L,300.6,309.4,1471,44.1,244,0,0,0,0,0,0,M_3863
2867,L50046,L,300.8,309.7,1997,20.7,5,0,0,0,0,0,0,M_3866
2870,L50049,L,300.8,309.7,1519,35.8,14,0,0,0,0,0,0,M_3869
2872,M17731,M,300.7,309.6,1536,37.2,19,0,0,0,0,0,0,M_3871
2873,L50052,L,300.8,309.6,1680,28.7,22,0,0,0,0,0,0,M_3872
2876,M17735,M,300.5,309.4,1877,23.8,31,0,0,0,0,0,0,M_3875
2879,H32292,H,300.5,309.4,1502,34.3,40,0,0,0,0,0,0,M_3878
2892,L50071,L,300.6,309.6,1682,30.7,78,0,0,0,0,0,0,M_3891
2897,M17756,M,300.7,309.5,1633,31.3,90,0,0,0,0,0,0,M_3896
2899,M17758,M,300.6,309.5,1550,40.2,96,0,0,0,0,0,0,M_3898
2910,L50089,L,300.7,309.6,1500,44.1,122,0,0,0,0,0,0,M_3909
2912,M17771,M,300.7,309.5,1352,44.0,126,0,0,0,0,0,0,M_3911
2915,H32328,H,300.6,309.6,1888,20.5,133,0,0,0,0,0,0,M_3914
2921,L50100,L,300.7,309.7,1598,33.7,149,0,0,0,0,0,0,M_3920
2924,M17783,M,300.7,309.7,1397,51.3,155,0,0,0,0,0,0,M_3923
2925,L50104,L,300.8,309.7,1461,44.3,158,0,0,0,0,0,0,M_3924
2932,L50111,L,300.8,309.7,1373,45.4,179,0,0,0,0,0,0,M_3931
2941,L50120,L,300.9,309.7,2355,14.4,201,0,0,0,0,0,0,M_3940
2947,M17806,M,300.7,309.5,1622,30.5,14,0,0,0,0,0,0,M_3946
2948,L50127,L,300.7,309.5,1592,29.0,17,0,0,0,0,0,0,M_3947
2951,M17810,M,300.7,309.5,1445,46.4,24,0,0,0,0,0,0,M_3950
2959,M17818,M,300.8,309.5,1481,44.5,49,0,0,0,0,0,0,M_3958
2960,M17819,M,300.7,309.4,1589,35.0,52,0,0,0,0,0,0,M_3959
2962,L50141,L,300.6,309.4,1654,32.8,57,0,0,0,0,0,0,M_3961
2963,L50142,L,300.7,309.5,1508,39.9,59,0,0,0,0,0,0,M_3962
2965,L50144,L,300.7,309.5,1692,30.3,64,0,0,0,0,0,0,M_3964
2968,L50147,L,300.6,309.4,1369,51.6,71,0,0,0,0,0,0,M_3967
2970,L50149,L,300.6,309.4,1468,44.1,76,0,0,0,0,0,0,M_3969
2975,M17834,M,300.6,309.4,1521,37.2,90,0,0,0,0,0,0,M_3974
2976,H32389,H,300.5,309.4,1360,46.2,93,0,0,0,0,0,0,M_3975
2977,M17836,M,300.5,309.3,1881,25.5,98,0,0,0,0,0,0,M_3976
2979,H32392,H,300.5,309.4,1642,36.2,103,0,0,0,0,0,0,M_3978
2980,L50159,L,300.5,309.5,1542,38.5,108,0,0,0,0,0,0,M_3979
2984,L50163,L,300.6,309.6,1290,57.4,119,0,0,0,0,0,0,M_3983
2990,L50169,L,300.6,309.8,1502,42.4,133,0,0,0,0,0,0,M_3989
2991,L50170,L,300.6,309.8,1688,28.6,135,0,0,0,0,0,0,M_3990
2994,M17853,M,300.5,309.8,1370,55.9,143,0,0,0,0,0,0,M_3993
3005,M17864,M,300.5,309.9,1466,53.2,172,0,0,0,0,0,0,M_4004
3006,L50185,L,300.5,309.9,1503,37.4,175,0,0,0,0,0,0,M_4005
3010,M17869,M,300.4,309.7,1466,39.8,184,0,0,0,0,0,0,M_4009
3014,L50193,L,300.5,309.6,1390,48.4,194,0,0,0,0,0,0,M_4013
3021,L50200,L,300.4,309.6,1543,38.1,209,0,0,0,0,0,0,M_4020
3029,L50208,L,300.5,309.5,1379,55.6,2,0,0,0,0,0,0,M_4028
3030,L50209,L,300.4,309.5,1525,51.3,4,0,0,0,0,0,0,M_4029
3031,M17890,M,300.4,309.6,1563,34.0,6,0,0,0,0,0,0,M_4030
3037,L50216,L,300.4,309.6,1319,48.1,26,0,0,0,0,0,0,M_4036
3041,L50220,L,300.3,309.5,1474,38.7,35,0,0,0,0,0,0,M_4040
3042,L50221,L,300.4,309.5,1543,38.9,37,0,0,0,0,0,0,M_4041
3043,M17902,M,300.2,309.4,1459,43.9,39,0,0,0,0,0,0,M_4042
3049,L50228,L,300.2,309.3,1532,43.2,53,0,0,0,0,0,0,M_4048
3052,L50231,L,300.2,309.3,1366,49.3,59,0,0,0,0,0,0,M_4051
3055,H32468,H,300.2,309.3,1342,48.7,68,0,0,0,0,0,0,M_4054
3057,L50236,L,300.2,309.2,1667,29.9,75,0,0,0,0,0,0,M_4056
3063,L50242,L,299.9,309.0,1553,40.0,88,0,0,0,0,0,0,M_4062
3068,L50247,L,300.1,309.2,1533,37.0,101,0,0,0,0,0,0,M_4067
3070,L50249,L,300.0,309.1,1791,28.2,108,0,0,0,0,0,0,M_4069
3073,L50252,L,300.1,309.0,1314,58.2,114,0,0,0,0,0,0,M_4072
3074,L50253,L,300.1,309.1,1478,46.9,116,0,0,0,0,0,0,M_4073
3082,M17941,M,300.0,309.3,1932,21.8,135,0,0,0,0,0,0,M_4081
3084,L50263,L,300.1,309.3,1712,28.5,141,0,0,0,0,0,0,M_4083
3085,H32498,H,300.1,309.4,1329,55.2,143,0,0,0,0,0,0,M_4084
3087,L50266,L,300.0,309.2,1610,32.1,150,0,0,0,0,0,0,M_4086
3089,M17948,M,300.0,309.1,1624,30.8,155,0,0,0,0,0,0,M_4088
3094,L50273,L,300.0,309.3,1397,51.2,173,0,0,0,0,0,0,M_4093
3098,M17957,M,299.9,309.2,1353,49.8,182,0,0,0,0,0,0,M_4097
3100,M17959,M,299.9,309.1,1513,43.8,188,0,0,0,0,0,0,M_4099
3105,M17964,M,299.8,309.2,1678,29.8,202,0,0,0,0,0,0,M_4104
3109,L50288,L,299.8,309.2,1504,38.7,212,0,0,0,0,0,0,M_4108
3118,M17977,M,300.1,309.3,1469,43.9,20,0,0,0,0,0,0,M_4117
3125,L50304,L,300.1,309.4,1568,39.7,42,0,0,0,0,0,0,M_4124
3137,L50316,L,300.4,309.9,1435,54.8,70,0,0,0,0,0,0,M_4136
3138,L50317,L,300.4,309.9,1567,36.5,72,0,0,0,0,0,0,M_4137
3139,L50318,L,300.4,309.9,1376,43.5,74,0,0,0,0,0,0,M_4138
3142,L50321,L,300.5,310.0,1521,45.1,86,0,0,0,0,0,0,M_4141
3145,M18004,M,300.6,310.0,1478,36.3,95,0,0,0,0,0,0,M_4144
3148,M18007,M,300.4,309.7,1440,42.8,104,0,0,0,0,0,0,M_4147
3153,M18012,M,300.5,309.8,1473,42.3,121,0,0,0,0,0,0,M_4152
3156,L50335,L,300.5,309.8,1367,54.0,129,0,0,0,0,0,0,M_4155
3158,M18017,M,300.4,309.7,1488,42.2,133,0,0,0,0,0,0,M_4157
3171,M18030,M,300.4,309.7,1685,32.3,167,0,0,0,0,0,0,M_4170
3174,L50353,L,300.3,309.6,1624,32.6,175,0,0,0,0,0,0,M_4173
3175,L50354,L,300.3,309.6,1600,34.6,177,0,0,0,0,0,0,M_4174
3178,M18037,M,300.2,309.5,1564,33.4,183,0,0,0,0,0,0,M_4177
3179,M18038,M,300.2,309.4,1329,53.6,186,0,0,0,0,0,0,M_4178
3180,L50359,L,300.1,309.3,1570,36.8,189,0,0,0,0,0,0,M_4179
3187,M18046,M,300.2,309.4,1456,48.8,205,0,0,0,0,0,0,M_4186
3191,L50370,L,300.1,309.2,1599,30.1,216,0,0,0,0,0,0,M_4190
3192,M18051,M,300.1,309.2,1732,33.7,218,0,0,0,0,0,0,M_4191
3193,M18052,M,300.1,309.2,1418,39.8,221,0,0,0,0,0,0,M_4192
3199,M18058,M,300.0,309.1,1463,45.7,11,0,0,0,0,0,0,M_4198
3201,M18060,M,300.1,309.2,1454,44.4,19,0,0,0,0,0,0,M_4200
3202,L50381,L,300.2,309.1,1479,47.0,22,0,0,0,0,0,0,M_4201
3216,M18075,M,300.5,309.4,2179,16.3,59,0,0,0,0,0,0,M_4215
3217,L50396,L,300.5,309.5,1653,27.6,62,0,0,0,0,0,0,M_4216
3224,H32637,H,300.6,309.5,1495,36.5,79,0,0,0,0,0,0,M_4223
3225,M18084,M,300.6,309.5,1557,33.8,84,0,0,0,0,0,0,M_4224
3226,L50405,L,300.6,309.4,1474,40.7,87,0,0,0,0,0,0,M_4225
3229,L50408,L,300.5,309.3,1475,46.8,94,0,0,0,0,0,0,M_4228
3230,L50409,L,300.6,309.4,1442,43.2,96,0,0,0,0,0,0,M_4229
3231,L50410,L,300.6,309.4,1556,36.0,98,0,0,0,0,0,0,M_4230
3240,L50419,L,301.0,309.5,1430,48.5,122,0,0,0,0,0,0,M_4239
3242,H32655,H,300.9,309.5,1469,43.4,126,0,0,0,0,0,0,M_4241
3243,L50422,L,300.9,309.6,1384,42.4,131,0,0,0,0,0,0,M_4242
3244,L50423,L,301.0,309.6,1724,28.1,133,0,0,0,0,0,0,M_4243
3248,M18107,M,301.0,309.8,1594,31.1,143,0,0,0,0,0,0,M_4247
3250,L50429,L,301.1,309.8,1493,38.9,149,0,0,0,0,0,0,M_4249
3254,L50433,L,301.1,309.6,1502,48.9,160,0,0,0,0,0,0,M_4253
3260,M18119,M,301.2,310.0,1625,31.6,173,0,0,0,0,0,0,M_4259
3267,L50446,L,301.3,310.1,1269,56.8,195,1,0,0,0,1,0,M_4266
3268,L50447,L,301.3,310.0,1550,41.5,197,0,0,0,0,0,0,M_4267
3272,M18131,M,301.4,310.0,1689,32.1,207,0,0,0,0,0,0,M_4271
3274,M18133,M,301.3,309.9,1565,36.0,213,0,0,0,0,0,0,M_4273
3288,M18147,M,301.2,310.1,1558,32.6,34,0,0,0,0,0,0,M_4287
3292,M18151,M,301.2,310.1,1479,45.5,44,0,0,0,0,0,0,M_4291
3293,L50472,L,301.3,310.3,1400,44.3,47,0,0,0,0,0,0,M_4292
3295,L50474,L,301.1,310.2,1657,34.1,52,0,0,0,0,0,0,M_4294
3301,H32714,H,301.3,310.4,1538,38.4,65,0,0,0,0,0,0,M_4300
3303,L50482,L,301.3,310.5,1503,48.6,72,0,0,0,0,0,0,M_4302
3305,L50484,L,301.2,310.3,1497,45.7,76,0,0,0,0,0,0,M_4304
3311,L50490,L,301.3,310.4,1346,46.7,90,0,0,0,0,0,0,M_4310
3325,L50504,L,301.5,310.6,1578,34.1,120,0,0,0,0,0,0,M_4324
3328,M18187,M,301.5,310.6,2432,14.2,126,0,0,0,0,0,0,M_4327
3331,L50510,L,301.7,310.8,1385,50.7,133,0,0,0,0,0,0,M_4330
3332,L50511,L,301.7,310.8,1559,44.5,135,0,0,0,0,0,0,M_4331
3336,L50515,L,301.7,310.9,1705,31.2,146,0,0,0,0,0,0,M_4335
3340,L50519,L,301.6,310.9,1492,45.2,155,0,0,0,0,0,0,M_4339
3343,L50522,L,301.5,310.8,1382,52.4,165,0,0,0,0,0,0,M_4342
3344,M18203,M,301.5,310.8,1628,36.4,167,0,0,0,0,0,0,M_4343
3346,L50525,L,301.3,310.7,1594,34.1,172,0,0,0,0,0,0,M_4345
