UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,machine_id
9379,L56558,L,297.6,308.3,1816,28.8,106,0,0,0,0,0,0,M_10378
2920,L50099,L,300.6,309.6,1726,30.0,147,0,0,0,0,0,0,M_3919
3820,L50999,L,302.2,310.7,1567,36.4,100,0,0,0,0,0,0,M_4819
1872,L49051,L,298.3,308.1,1840,21.5,88,0,0,0,0,0,0,M_2871
5488,M20347,M,302.6,312.1,1611,39.9,210,0,0,0,0,0,0,M_6487
481,L47660,L,297.4,309.0,1583,32.0,166,0,0,0,0,0,0,M_1480
5973,L53152,L,300.5,310.8,1445,46.6,155,0,0,0,0,0,0,M_6972
9601,M24460,M,298.9,310.0,1561,45.3,58,0,0,0,0,0,0,M_10600
2889,M17748,M,300.6,309.6,1365,50.0,70,0,0,0,0,0,0,M_3888
6687,L53866,L,301.7,311.0,1715,24.8,17,0,0,0,0,0,0,M_7686
6316,M21175,M,301.0,310.4,1517,46.1,145,0,0,0,0,0,0,M_7315
528,M15387,M,297.6,309.6,1592,35.8,57,0,0,0,0,0,0,M_1527
4130,M18989,M,301.8,310.3,1666,32.7,19,0,0,0,0,0,0,M_5129
723,L47902,L,297.5,308.9,1427,44.7,135,0,0,0,0,0,0,M_1722
5121,M19980,M,304.2,313.6,1424,43.7,151,0,0,0,0,0,0,M_6120
4723,M19582,M,303.4,311.8,1391,42.7,197,0,0,0,0,0,0,M_5722
221,L47400,L,298.3,308.5,1416,52.7,151,0,0,0,0,0,0,M_1220
9189,L56368,L,297.9,309.0,1502,40.2,30,0,0,0,0,0,0,M_10188
1936,M16795,M,298.1,307.9,1377,55.1,42,0,0,0,0,0,0,M_2935
345,M15204,M,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,M_1344
8333,L55512,L,298.8,309.7,1529,44.0,136,0,0,0,0,0,0,M_9332
9675,L56854,L,299.1,310.2,1695,29.6,8,0,0,0,0,0,0,M_10674
4484,L51663,L,302.7,310.4,1489,42.7,33,0,0,0,0,0,0,M_5483
9707,M24566,M,299.0,310.1,1705,30.1,84,0,0,0,0,0,0,M_10706
8487,M23346,M,298.5,309.5,1501,40.2,114,0,0,0,0,0,0,M_9486
9217,H38630,H,297.7,308.8,1469,43.7,96,0,0,0,0,0,0,M_10216
6904,M21763,M,301.0,311.6,1609,35.8,156,0,0,0,0,0,0,M_7903
9155,L56334,L,297.5,308.6,1596,36.0,141,0,0,0,0,0,0,M_10154
5961,L53140,L,300.5,310.7,1606,33.5,121,0,0,0,0,0,0,M_6960
7035,H36448,H,300.6,310.6,1830,26.2,78,0,0,0,0,0,0,M_8034
6052,L53231,L,300.9,311.0,1382,51.2,136,0,0,0,0,0,0,M_7051
2392,L49571,L,299.2,308.4,1580,32.6,142,0,0,0,0,0,0,M_3391
7182,L54361,L,300.2,310.3,1331,52.1,30,0,0,0,0,0,0,M_8181
4329,L51508,L,301.6,310.1,1326,48.2,77,1,0,1,0,0,0,M_5328
6453,L53632,L,300.7,310.1,1376,50.8,75,0,0,0,0,0,0,M_7452
1984,M16843,M,298.0,307.6,1459,44.4,163,0,0,0,0,0,0,M_2983
8247,L55426,L,299.0,310.3,1552,39.9,114,0,0,0,0,0,0,M_9246
1555,M16414,M,298.4,308.7,1584,31.7,117,0,0,0,0,0,0,M_2554
4851,L52030,L,303.5,312.0,1441,56.8,88,0,0,0,0,0,0,M_5850
9096,L56275,L,297.3,308.1,1458,45.7,202,0,0,0,0,0,0,M_10095
9923,H39336,H,298.6,308.8,1566,39.1,36,0,0,0,0,0,0,M_10922
7533,M22392,M,300.0,311.3,1629,32.1,55,0,0,0,0,0,0,M_8532
6854,L54033,L,300.9,311.1,1417,40.7,24,0,0,0,0,0,0,M_7853
4642,H34055,H,303.1,311.3,1494,42.7,221,0,0,0,0,0,0,M_5641
2882,M17741,M,300.6,309.6,1588,37.0,50,0,0,0,0,0,0,M_3881
1678,M16537,M,297.9,307.5,1647,30.8,212,0,0,0,0,0,0,M_2677
4886,H34299,H,303.8,312.5,1748,25.1,175,0,0,0,0,0,0,M_5885
1965,M16824,M,297.8,307.5,1405,46.9,113,0,0,0,0,0,0,M_2964
902,H30315,H,295.6,306.1,1256,62.3,142,0,0,0,0,0,0,M_1901
7131,L54310,L,300.6,309.9,1428,48.8,109,0,0,0,0,0,0,M_8130
3069,H32482,H,300.0,309.0,1622,31.8,103,0,0,0,0,0,0,M_4068
2297,L49476,L,299.4,308.7,1553,42.7,128,0,0,0,0,0,0,M_3296
6238,L53417,L,301.4,310.9,1414,38.8,162,0,0,0,0,0,0,M_7237
5863,L53042,L,301.4,311.0,1470,40.6,86,0,0,0,0,0,0,M_6862
297,L47476,L,298.0,308.5,1395,46.2,122,0,0,0,0,0,0,M_1296
8779,L55958,L,297.5,308.7,1454,45.0,19,0,0,0,0,0,0,M_9778
58,L47237,L,298.8,309.1,1513,40.3,160,0,0,0,0,0,0,M_1057
7243,H36656,H,299.9,310.1,1447,51.4,185,0,0,0,0,0,0,M_8242
4386,L51565,L,301.8,309.7,1442,45.3,233,1,1,0,0,0,0,M_5385
2985,L50164,L,300.6,309.7,1639,30.4,121,0,0,0,0,0,0,M_3984
28,H29441,H,299.1,309.4,1811,24.6,77,0,0,0,0,0,0,M_1027
4408,L51587,L,302.3,310.2,1394,55.4,57,0,0,0,0,0,0,M_5407
9878,L57057,L,298.8,309.7,1374,58.6,123,0,0,0,0,0,0,M_10877
2677,L49856,L,299.7,309.3,1592,34.2,8,0,0,0,0,0,0,M_3676
8546,L55725,L,298.4,309.3,1806,27.6,64,0,0,0,0,0,0,M_9545
5263,L52442,L,303.4,312.8,1449,43.9,94,0,0,0,0,0,0,M_6262
5842,M20701,M,301.3,311.1,1678,30.7,34,0,0,0,0,0,0,M_6841
7022,H36435,H,300.7,310.6,1631,32.6,43,0,0,0,0,0,0,M_8021
3249,M18108,M,301.0,309.7,1511,39.3,146,0,0,0,0,0,0,M_4248
5668,L52847,L,302.2,311.4,2080,19.2,31,0,0,0,0,0,0,M_6667
3885,H33298,H,302.5,311.5,1626,36.0,44,0,0,0,0,0,0,M_4884
7664,L54843,L,300.5,311.6,1385,54.8,173,0,0,0,0,0,0,M_8663
296,M15155,M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,M_1295
3162,L50341,L,300.4,309.8,1314,63.1,146,0,0,0,0,0,0,M_4161
2581,L49760,L,299.3,309.1,1293,53.7,189,0,0,0,0,0,0,M_3580
3871,L51050,L,302.7,311.8,1461,46.1,10,0,0,0,0,0,0,M_4870
9211,M24070,M,297.9,309.0,2456,13.9,82,0,0,0,0,0,0,M_10210
4405,M19264,M,302.4,310.2,1485,45.9,50,0,0,0,0,0,0,M_5404
6953,L54132,L,300.8,311.3,1498,40.2,73,0,0,0,0,0,0,M_7952
649,H30062,H,297.7,309.3,1400,48.9,147,0,0,0,0,0,0,M_1648
1371,L48550,L,298.7,310.3,1451,40.0,86,0,0,0,0,0,0,M_2370
9856,L57035,L,298.7,309.6,1516,38.5,61,0,0,0,0,0,0,M_10855
6993,L54172,L,300.7,311.0,1596,36.9,174,0,0,0,0,0,0,M_7992
5533,L52712,L,302.4,311.8,1476,46.6,110,0,0,0,0,0,0,M_6532
9621,L56800,L,298.9,310.0,1470,45.9,109,0,0,0,0,0,0,M_10620
5709,L52888,L,302.3,311.7,1611,38.6,143,0,0,0,0,0,0,M_6708
4210,M19069,M,302.2,310.8,1422,47.0,3,0,0,0,0,0,0,M_5209
682,M15541,M,297.7,309.0,1656,33.2,20,0,0,0,0,0,0,M_1681
435,M15294,M,297.5,308.5,1484,44.7,40,0,0,0,0,0,0,M_1434
9310,L56489,L,298.3,309.2,1562,37.6,137,0,0,0,0,0,0,M_10309
4825,L52004,L,303.4,311.8,1499,45.0,16,0,0,0,0,0,0,M_5824
9762,L56941,L,298.6,309.7,1703,26.1,5,0,0,0,0,0,0,M_10761
3160,H32573,H,300.4,309.8,1409,47.5,138,0,0,0,0,0,0,M_4159
1490,M16349,M,298.2,309.0,1723,26.6,168,0,0,0,0,0,0,M_2489
2988,M17847,M,300.6,309.8,1659,28.9,127,0,0,0,0,0,0,M_3987
813,L47992,L,296.8,307.6,1338,44.4,128,0,0,0,0,0,0,M_1812
1883,M16742,M,298.0,307.6,1581,43.4,113,0,0,0,0,0,0,M_2882
9268,L56447,L,298.2,308.8,1362,57.3,28,0,0,0,0,0,0,M_10267
4937,L52116,L,303.5,312.4,1284,70.6,94,1,0,0,1,0,0,M_5936
9936,L57115,L,298.4,308.3,1452,48.5,73,0,0,0,0,0,0,M_10935
1941,L49120,L,298.1,307.9,1578,35.6,55,0,0,0,0,0,0,M_2940
3297,M18156,M,301.2,310.3,1379,43.2,56,0,0,0,0,0,0,M_4296
3535,M18394,M,302.0,311.1,1769,26.0,10,0,0,0,0,0,0,M_4534
4526,M19385,M,302.4,310.4,1463,42.2,139,0,0,0,0,0,0,M_5525
3730,M18589,M,302.4,311.3,1312,61.5,85,0,0,0,0,0,0,M_4729
7016,L54195,L,300.5,310.5,1452,42.9,29,0,0,0,0,0,0,M_8015
1613,M16472,M,297.9,307.9,1540,39.8,38,0,0,0,0,0,0,M_2612
1182,L48361,L,297.2,308.3,1379,52.1,21,0,0,0,0,0,0,M_2181
1376,M16235,M,298.8,310.3,1528,37.1,99,0,0,0,0,0,0,M_2375
9225,L56404,L,297.9,309.0,1450,46.8,118,0,0,0,0,0,0,M_10224
3947,M18806,M,302.2,311.3,1658,31.0,2,0,0,0,0,0,0,M_4946
7211,M22070,M,299.8,309.6,1331,50.2,98,0,0,0,0,0,0,M_8210
5212,L52391,L,303.7,312.5,1433,53.6,185,0,0,0,0,0,0,M_6211
64,M14923,M,298.9,309.0,1812,25.9,174,0,0,0,0,0,0,M_1063
627,L47806,L,298.4,310.1,1533,35.2,92,0,0,0,0,0,0,M_1626
4422,L51601,L,302.6,310.2,1325,62.4,92,1,0,1,0,0,0,M_5421
1670,L48849,L,298.2,307.9,1544,31.4,192,0,0,0,0,0,0,M_2669
2113,L49292,L,299.5,309.1,1852,22.6,77,0,0,0,0,0,0,M_3112
5805,L52984,L,301.5,310.9,1365,46.5,172,0,0,0,0,0,0,M_6804
9764,M24623,M,298.6,309.6,1635,29.7,9,0,0,0,0,0,0,M_10763
4033,L51212,L,302.0,310.8,1383,50.3,231,1,0,0,0,1,0,M_5032
6546,M21405,M,301.4,310.8,1738,30.3,104,0,0,0,0,0,0,M_7545
7949,L55128,L,300.8,311.7,1479,39.4,18,0,0,0,0,0,0,M_8948
85,L47264,L,298.9,308.9,1422,47.6,15,0,0,0,0,0,0,M_1084
9181,L56360,L,297.9,309.1,1507,36.9,13,0,0,0,0,0,0,M_10180
1463,L48642,L,298.9,310.2,1706,27.6,103,0,0,0,0,0,0,M_2462
2284,L49463,L,299.2,308.5,1387,51.1,98,0,0,0,0,0,0,M_3283
2888,M17747,M,300.5,309.5,1691,27.6,67,0,0,0,0,0,0,M_3887
5835,L53014,L,301.3,311.3,1434,49.8,16,0,0,0,0,0,0,M_6834
685,L47864,L,297.7,309.0,1538,43.2,30,0,0,0,0,0,0,M_1684
4470,L51649,L,302.7,310.5,1446,40.9,211,1,1,0,0,0,0,M_5469
419,L47598,L,297.4,308.4,2151,17.7,0,0,0,0,0,0,0,M_1418
5229,M20088,M,303.9,313.1,1343,61.4,14,0,0,0,0,0,0,M_6228
4254,M19113,M,302.6,311.0,1329,48.6,111,1,0,1,0,0,0,M_5253
2710,L49889,L,299.6,309.1,1641,35.8,81,0,0,0,0,0,0,M_3709
2358,L49537,L,299.3,308.5,1772,26.1,52,0,0,0,0,0,0,M_3357
8060,L55239,L,300.2,311.6,1540,37.7,71,0,0,0,0,0,0,M_9059
1367,M16226,M,298.7,310.1,1368,56.8,72,0,0,0,0,0,0,M_2366
6278,L53457,L,301.2,310.8,1461,40.6,47,0,0,0,0,0,0,M_7277
3917,L51096,L,302.6,311.6,1453,37.0,135,0,0,0,0,0,0,M_4916
294,H29707,H,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,M_1293
2640,M17499,M,299.8,309.4,1412,47.8,130,0,0,0,0,0,0,M_3639
9459,L56638,L,298.4,309.1,1417,40.6,121,0,0,0,0,0,0,M_10458
1507,L48686,L,298.0,308.8,1610,33.7,212,0,0,0,0,0,0,M_2506
9038,L56217,L,297.3,308.2,1896,24.4,47,0,0,0,0,0,0,M_10037
7394,M22253,M,299.7,310.5,1594,35.4,134,0,0,0,0,0,0,M_8393
1635,H31048,H,297.9,307.9,1406,58.5,93,0,0,0,0,0,0,M_2634
2458,L49637,L,299.0,308.6,1661,32.2,106,0,0,0,0,0,0,M_3457
9892,L57071,L,298.8,309.5,1374,48.1,159,0,0,0,0,0,0,M_10891
5559,L52738,L,302.5,311.9,1553,40.1,187,0,0,0,0,0,0,M_6558
9752,L56931,L,298.6,309.9,1615,28.8,199,0,0,0,0,0,0,M_10751
2301,L49480,L,299.3,308.6,1371,50.5,136,0,0,0,0,0,0,M_3300
4538,L51717,L,302.3,310.2,1548,35.3,170,0,0,0,0,0,0,M_5537
2939,L50118,L,300.7,309.5,1479,34.5,197,0,0,0,0,0,0,M_3938
1564,L48743,L,298.2,308.3,1402,51.0,141,0,0,0,0,0,0,M_2563
5690,L52869,L,302.4,311.8,1543,31.1,96,0,0,0,0,0,0,M_6689
8659,L55838,L,297.4,308.5,1496,36.4,126,0,0,0,0,0,0,M_9658
7518,L54697,L,300.3,311.7,1445,47.3,15,0,0,0,0,0,0,M_8517
1980,H31393,H,298.0,307.6,1420,45.8,150,0,0,0,0,0,0,M_2979
1884,M16743,M,298.0,307.6,1472,46.7,116,0,0,0,0,0,0,M_2883
3804,L50983,L,302.2,310.9,1531,37.5,60,0,0,0,0,0,0,M_4803
439,L47618,L,297.4,308.4,1341,52.2,49,0,0,0,0,0,0,M_1438
4636,M19495,M,303.0,311.2,1614,35.7,207,0,0,0,0,0,0,M_5635
4529,L51708,L,302.5,310.5,1507,39.5,147,0,0,0,0,0,0,M_5528
4333,M19192,M,301.7,309.9,1452,41.5,86,0,0,0,0,0,0,M_5332
3574,L50753,L,301.8,310.6,1452,48.4,110,0,0,0,0,0,0,M_4573
8742,L55921,L,297.4,308.8,1538,41.2,126,0,0,0,0,0,0,M_9741
8912,L56091,L,297.1,308.3,1773,23.8,169,0,0,0,0,0,0,M_9911
4818,L51997,L,303.5,312.1,1674,30.8,0,0,0,0,0,0,0,M_5817
6436,L53615,L,300.3,309.9,1621,34.1,36,0,0,0,0,0,0,M_7435
2987,L50166,L,300.6,309.8,1455,48.0,125,0,0,0,0,0,0,M_3986
7839,L55018,L,300.2,311.6,1372,49.2,195,0,0,0,0,0,0,M_8838
705,L47884,L,297.7,308.9,1516,33.7,92,0,0,0,0,0,0,M_1704
2281,L49460,L,299.4,308.8,1390,57.0,92,0,0,0,0,0,0,M_3280
8735,L55914,L,297.2,308.6,1392,41.5,108,0,0,0,0,0,0,M_9734
4148,L51327,L,301.9,310.3,1398,44.0,65,0,0,0,0,0,0,M_5147
5413,L52592,L,302.9,312.6,1328,59.9,24,0,0,0,0,0,0,M_6412
374,L47553,L,297.4,308.3,1412,42.0,111,0,0,0,0,0,0,M_1373
6406,L53585,L,300.1,309.7,2151,17.5,173,0,0,0,0,0,0,M_7405
9224,L56403,L,297.9,309.0,1382,43.9,116,0,0,0,0,0,0,M_10223
2586,M17445,M,299.0,308.7,1620,35.4,199,0,0,0,0,0,0,M_3585
1333,L48512,L,299.0,310.3,1868,24.0,221,0,0,0,0,0,0,M_2332
9573,M24432,M,299.7,310.8,1405,47.6,192,0,0,0,0,0,0,M_10572
5283,H34696,H,303.8,313.2,1381,52.4,140,0,0,0,0,0,0,M_6282
9132,H38545,H,297.6,308.6,1463,46.7,85,0,0,0,0,0,0,M_10131
8316,H37729,H,298.7,309.8,1422,40.7,85,0,0,0,0,0,0,M_9315
9810,M24669,M,298.2,309.0,1353,50.3,150,0,0,0,0,0,0,M_10809
1785,L48964,L,298.3,308.0,2886,3.8,57,1,0,0,1,0,0,M_2784
3183,M18042,M,300.1,309.3,1443,50.3,196,0,0,0,0,0,0,M_4182
495,L47674,L,297.6,309.4,1326,49.8,199,0,0,0,0,0,0,M_1494
7364,L54543,L,299.5,310.0,1412,48.9,56,0,0,0,0,0,0,M_8363
2861,H32274,H,300.6,309.4,1463,49.2,235,0,0,0,0,0,0,M_3860
7930,M22789,M,300.6,311.6,1669,29.2,200,0,0,0,0,0,0,M_8929
4042,L51221,L,302.0,310.9,1539,34.2,13,0,0,0,0,0,0,M_5041
7179,L54358,L,300.2,310.2,1600,31.5,23,0,0,0,0,0,0,M_8178
2898,M17757,M,300.6,309.5,1530,40.2,93,0,0,0,0,0,0,M_3897
367,M15226,M,297.6,308.5,1552,40.9,90,0,0,0,0,0,0,M_1366
850,H30263,H,296.4,307.4,1586,35.5,0,0,0,0,0,0,0,M_1849
7441,L54620,L,300.0,311.4,1655,29.6,30,0,0,0,0,0,0,M_8440
9455,L56634,L,298.4,309.2,1583,35.4,112,0,0,0,0,0,0,M_10454
4302,L51481,L,301.7,310.2,1471,51.1,8,0,0,0,0,0,0,M_5301
2654,L49833,L,299.9,309.5,1779,26.1,169,0,0,0,0,0,0,M_3653
3504,L50683,L,301.7,310.8,1493,47.6,145,0,0,0,0,0,0,M_4503
1542,L48721,L,298.4,309.0,2304,15.1,89,0,0,0,0,0,0,M_2541
4166,M19025,M,302.2,310.5,1507,40.4,111,0,0,0,0,0,0,M_5165
8867,H38280,H,297.9,308.9,1416,39.6,45,0,0,0,0,0,0,M_9866
323,L47502,L,297.8,308.5,1448,40.0,192,0,0,0,0,0,0,M_1322
2032,L49211,L,298.8,308.6,1331,62.8,81,0,0,0,0,0,0,M_3031
814,L47993,L,296.8,307.6,1513,40.0,130,0,0,0,0,0,0,M_1813
8940,M23799,M,297.3,308.4,1434,44.8,21,0,0,0,0,0,0,M_9939
9376,H38789,H,297.7,308.4,1288,49.5,91,0,0,0,0,0,0,M_10375
1080,L48259,L,297.0,307.7,1731,28.5,186,0,0,0,0,0,0,M_2079
2227,M17086,M,299.6,308.9,1685,27.8,161,0,0,0,0,0,0,M_3226
9137,L56316,L,297.7,308.7,1694,29.1,102,0,0,0,0,0,0,M_10136
9532,L56711,L,299.2,310.5,1458,44.1,91,0,0,0,0,0,0,M_10531
2706,L49885,L,299.7,309.2,1326,64.8,71,0,0,0,0,0,0,M_3705
6825,L54004,L,300.9,310.7,1740,25.3,164,0,0,0,0,0,0,M_7824
7557,L54736,L,300.3,311.4,1471,37.0,114,0,0,0,0,0,0,M_8556
1165,L48344,L,297.1,308.1,1754,30.3,206,0,0,0,0,0,0,M_2164
3262,H32675,H,301.3,310.1,1469,39.7,179,0,0,0,0,0,0,M_4261
4688,L51867,L,303.5,311.6,2183,17.0,110,0,0,0,0,0,0,M_5687
1451,M16310,M,299.0,310.3,1447,39.9,78,0,0,0,0,0,0,M_2450
3863,H33276,H,302.5,311.5,1496,43.8,218,0,0,0,0,0,0,M_4862
6104,L53283,L,300.8,310.8,1407,45.1,51,0,0,0,0,0,0,M_7103
9216,L56395,L,297.9,308.8,1681,31.7,94,0,0,0,0,0,0,M_10215
7121,L54300,L,300.9,310.5,2288,16.1,85,0,0,0,0,0,0,M_8120
6399,L53578,L,300.1,309.7,1351,58.2,155,0,0,0,0,0,0,M_7398
9589,H39002,H,299.3,310.4,1510,45.5,27,0,0,0,0,0,0,M_10588
6215,L53394,L,300.9,310.7,1392,44.2,97,0,0,0,0,0,0,M_7214
9646,L56825,L,299.4,310.5,1749,28.1,179,0,0,0,0,0,0,M_10645
5337,L52516,L,303.2,312.4,1663,33.7,71,0,0,0,0,0,0,M_6336
4057,L51236,L,301.9,310.9,1597,36.9,50,0,0,0,0,0,0,M_5056
9512,L56691,L,299.1,310.3,1449,40.7,40,0,0,0,0,0,0,M_10511
3000,L50179,L,300.5,309.7,1395,61.0,157,0,0,0,0,0,0,M_3999
9025,L56204,L,297.4,308.3,1366,45.5,11,0,0,0,0,0,0,M_10024
1232,M16091,M,297.2,308.5,1604,40.7,158,0,0,0,0,0,0,M_2231
1515,M16374,M,298.1,308.8,1628,37.6,12,0,0,0,0,0,0,M_2514
2314,M17173,M,299.1,308.8,1725,26.6,172,0,0,0,0,0,0,M_3313
1452,L48631,L,298.9,310.4,1831,25.4,81,0,0,0,0,0,0,M_2451
5268,M20127,M,303.5,312.9,1438,42.8,106,0,0,0,0,0,0,M_6267
6132,H35545,H,301.0,311.0,1640,37.6,118,0,0,0,0,0,0,M_7131
8532,L55711,L,298.6,309.3,1449,46.5,26,0,0,0,0,0,0,M_9531
6465,M21324,M,300.5,309.9,1735,27.0,107,0,0,0,0,0,0,M_7464
839,H30252,H,296.6,307.4,1406,41.5,189,0,0,0,0,0,0,M_1838
9916,M24775,M,298.5,308.7,1662,28.3,15,0,0,0,0,0,0,M_10915
8262,H37675,H,299.2,310.6,1434,48.4,153,0,0,0,0,0,0,M_9261
6415,M21274,M,300.4,310.1,1457,35.1,193,0,0,0,0,0,0,M_7414
8505,L55684,L,298.4,309.7,1419,41.3,159,0,0,0,0,0,0,M_9504
3568,L50747,L,301.8,310.5,1548,34.1,93,0,0,0,0,0,0,M_4567
9265,M24124,M,298.3,309.0,1526,36.9,20,0,0,0,0,0,0,M_10264
3088,M17947,M,300.0,309.1,1474,45.2,152,0,0,0,0,0,0,M_4087
8644,L55823,L,297.5,308.5,1448,54.3,83,0,0,0,0,0,0,M_9643
1715,L48894,L,298.2,307.8,1388,48.6,76,0,0,0,0,0,0,M_2714
340,M15199,M,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,M_1339
9564,M24423,M,299.8,311.1,1763,25.5,171,0,0,0,0,0,0,M_10563
5943,L53122,L,300.7,310.7,1450,43.4,80,0,0,0,0,0,0,M_6942
9870,L57049,L,298.9,309.9,1590,31.3,98,0,0,0,0,0,0,M_10869
8103,L55282,L,300.3,311.8,1413,46.0,182,0,0,0,0,0,0,M_9102
8489,L55668,L,298.4,309.4,1385,43.2,119,0,0,0,0,0,0,M_9488
589,L47768,L,297.6,309.4,1628,33.4,229,0,0,0,0,0,0,M_1588
3366,M18225,M,301.4,310.6,1630,30.3,2,0,0,0,0,0,0,M_4365
2671,L49850,L,299.8,309.4,1467,46.2,219,0,0,0,0,0,0,M_3670
3590,L50769,L,301.7,310.5,2465,13.7,149,0,0,0,0,0,0,M_4589
35,M14894,M,298.8,309.1,1559,34.7,95,0,0,0,0,0,0,M_1034
29,L47208,L,299.1,309.4,1439,44.2,82,0,0,0,0,0,0,M_1028
8554,M23413,M,298.1,309.0,1661,38.2,82,0,0,0,0,0,0,M_9553
8118,L55297,L,300.3,311.7,1406,47.5,14,0,0,0,0,0,0,M_9117
2171,M17030,M,299.4,309.1,1500,43.3,10,0,0,0,0,0,0,M_3170
8378,L55557,L,298.8,309.7,1336,50.3,44,0,0,0,0,0,0,M_9377
5621,L52800,L,303.0,312.3,1533,38.5,134,0,0,0,0,0,0,M_6620
890,L48069,L,295.6,306.1,1389,46.2,113,0,0,0,0,0,0,M_1889
6490,M21349,M,300.7,309.8,1490,38.8,173,0,0,0,0,0,0,M_7489
3323,L50502,L,301.5,310.5,1351,52.9,116,0,0,0,0,0,0,M_4322
9397,L56576,L,297.8,308.3,1498,47.3,160,0,0,0,0,0,0,M_10396
3515,H32928,H,301.9,311.0,1430,49.8,174,0,0,0,0,0,0,M_4514
4421,H33834,H,302.6,310.2,1873,21.3,87,0,0,0,0,0,0,M_5420
8352,M23211,M,298.7,309.6,1686,26.2,189,0,0,0,0,0,0,M_9351
5362,L52541,L,303.3,312.7,1643,30.7,142,0,0,0,0,0,0,M_6361
3734,L50913,L,302.2,311.1,1470,39.6,97,0,0,0,0,0,0,M_4733
9464,M24323,M,298.5,309.3,1552,36.8,133,0,0,0,0,0,0,M_10463
7082,L54261,L,300.7,310.4,1366,52.6,205,0,0,0,0,0,0,M_8081
1655,L48834,L,298.2,308.1,1379,62.3,149,0,0,0,0,0,0,M_2654
5033,M19892,M,304.0,313.1,1694,31.4,116,0,0,0,0,0,0,M_6032
224,L47403,L,298.4,308.6,1569,34.4,160,0,0,0,0,0,0,M_1223
8626,L55805,L,297.4,308.3,1632,33.5,39,0,0,0,0,0,0,M_9625
6195,L53374,L,300.9,310.8,1571,39.9,51,0,0,0,0,0,0,M_7194
1591,L48770,L,298.2,308.4,1497,37.7,207,0,0,0,0,0,0,M_2590
5983,L53162,L,300.7,310.8,1486,37.1,186,0,0,0,0,0,0,M_6982
3257,L50436,L,301.1,309.8,1519,39.6,167,0,0,0,0,0,0,M_4256
6681,L53860,L,301.5,310.8,1417,49.7,5,0,0,0,0,0,0,M_7680
4771,L51950,L,303.5,311.9,1344,49.3,93,1,0,1,0,0,0,M_5770
2182,H31595,H,299.5,309.1,1548,44.3,40,0,0,0,0,0,0,M_3181
6804,M21663,M,301.1,310.7,1367,43.4,111,0,0,0,0,0,0,M_7803
4914,M19773,M,303.5,312.3,1593,35.2,29,0,0,0,0,0,0,M_5913
6787,L53966,L,301.2,310.6,1409,50.9,66,0,0,0,0,0,0,M_7786
4790,L51969,L,303.8,312.8,1646,35.8,143,0,0,0,0,0,0,M_5789
1210,H30623,H,297.0,308.1,2540,13.3,98,0,0,0,0,0,0,M_2209
422,M15281,M,297.3,308.3,1657,31.1,8,0,0,0,0,0,0,M_1421
8741,M23600,M,297.4,308.8,1573,33.9,123,0,0,0,0,0,0,M_9740
1707,L48886,L,298.2,307.8,1521,42.9,60,0,0,0,0,0,0,M_2706
1159,L48338,L,297.0,307.9,1436,47.7,191,0,0,0,0,0,0,M_2158
2307,L49486,L,299.1,308.6,1260,57.8,152,0,0,0,0,0,0,M_3306
274,L47453,L,298.1,308.0,1426,46.0,61,0,0,0,0,0,0,M_1273
172,L47351,L,298.2,308.1,1462,50.8,27,0,0,0,0,0,0,M_1171
3957,M18816,M,302.3,311.4,1500,40.2,30,0,0,0,0,0,0,M_4956
6697,L53876,L,301.7,310.9,1636,31.3,42,0,0,0,0,0,0,M_7696
3189,M18048,M,300.1,309.2,1438,51.0,211,0,0,0,0,0,0,M_4188
8133,M22992,M,299.9,311.3,1389,50.0,55,0,0,0,0,0,0,M_9132
4809,L51988,L,303.5,312.3,1404,48.6,193,0,0,0,0,0,0,M_5808
8084,L55263,L,300.1,311.4,1438,42.2,139,0,0,0,0,0,0,M_9083
1565,M16424,M,298.0,308.2,2090,19.0,143,0,0,0,0,0,0,M_2564
1783,L48962,L,298.4,308.0,1571,37.4,50,0,0,0,0,0,0,M_2782
844,L48023,L,296.6,307.5,1485,42.7,204,0,0,0,0,0,0,M_1843
9346,L56525,L,298.2,308.8,1442,47.0,18,0,0,0,0,0,0,M_10345
4462,L51641,L,302.7,310.5,1642,30.8,195,0,0,0,0,0,0,M_5461
905,H30318,H,295.7,306.2,1458,49.8,151,0,0,0,0,0,0,M_1904
5912,M20771,M,300.8,310.4,1288,64.0,3,0,0,0,0,0,0,M_6911
9951,L57130,L,298.1,307.8,1413,54.1,113,0,0,0,0,0,0,M_10950
9298,M24157,M,298.1,308.9,1479,43.4,105,0,0,0,0,0,0,M_10297
1548,L48727,L,298.3,308.9,1348,55.5,102,0,0,0,0,0,0,M_2547
2081,L49260,L,299.3,309.2,2280,15.4,207,0,0,0,0,0,0,M_3080
9882,L57061,L,298.8,309.8,1493,38.5,132,0,0,0,0,0,0,M_10881
3986,L51165,L,302.3,311.2,1386,50.3,110,0,0,0,0,0,0,M_4985
6390,H35803,H,300.3,309.9,1677,30.1,130,0,0,0,0,0,0,M_7389
